pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,transformer_sn_kva,pv_to_transformer_ratio,new_pv_to_transformer_ratio,load_to_transformer_ratio,base_voltage_pu,feeder_distance_km,upstream_r_ohm,upstream_x_ohm,upstream_z_ohm,label,constraint_type,delta_pv_bus_voltage_pu,pv_max_voltage_pu,pv_max_transformer_loading_pct,reverse_power_flow
6261,0.24,0.0,146.0,146.0,0.0,146.0,T2,LV_secondary_T2_T4,300.0,0.4866666666666667,0.4866666666666667,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.13175,1.12632,92.63,1.0
7483,0.24,0.0,132.0,132.0,0.0,132.0,T8,LV_secondary_T2_T4,150.0,0.88,0.88,0.0,0.95585,27.31,18.8387,13.9267,23.4276,CAUTION,caution,0.01296,1.00701,92.4,1.0
772,0.208,0.0,211.0,211.0,100.0,2.11,T19,Delta_766-772,300.0,0.7033333333333334,0.7033333333333334,0.3333333333333333,0.93424,43.184,29.887,22.1458,37.1977,CAUTION,caution,0.02214,1.00834,92.27,1.0
622,0.24,0.0,60.0,60.0,0.0,60.0,T2,LV_secondary_T2_T4,300.0,0.2,0.2,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CAUTION,caution,0.04025,1.03482,92.72,0.0
721,0.24,0.0,126.0,126.0,0.0,126.0,-,Main_720-734,5000.0,0.0252,0.0252,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.04394,1.03851,92.62,1.0
632,0.24,0.0,13.0,13.0,0.0,13.0,T4,LV_secondary_T2_T4,150.0,0.0866666666666666,0.0866666666666666,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,SAFE,none,0.00098,1.0055,92.75,0.0
708,0.24,0.0,76.0,76.0,75.0,1.0133333333333334,T16,Branch_701-708,300.0,0.2533333333333333,0.2533333333333333,0.25,0.95801,6.2484,3.6185,2.8328,4.5954,SAFE,none,0.00283,1.0058,92.74,0.0
732,0.24,0.0,164.0,164.0,25.4,6.456692913385827,T4,Main_720-734,150.0,1.0933333333333333,1.0933333333333333,0.1693333333333333,0.92105,16.9926,11.6578,8.5847,14.4776,CAUTION,caution,0.01196,1.00695,92.41,1.0
726,0.24,3.0,110.0,113.0,0.0,113.0,-,Main_720-734,5000.0,0.0226,0.022,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.10167,1.09934,92.66,1.0
7481,0.24,0.0,9.0,9.0,0.0,9.0,T8,LV_secondary_T2_T4,150.0,0.06,0.06,0.0,0.95585,27.31,18.8387,13.9267,23.4276,SAFE,none,0.00091,1.00548,92.76,0.0
723,0.24,0.0,112.0,112.0,0.0,112.0,-,Main_720-734,5000.0,0.0224,0.0224,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.10393,1.0985,92.66,1.0
6331,0.24,0.0,99.0,99.0,0.0,99.0,T4,LV_secondary_T2_T4,150.0,0.66,0.66,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CAUTION,caution,0.04651,1.00631,92.47,1.0
7122,0.24,9.0,50.0,59.0,0.0,59.0,T18,LV_secondary_T2_T4,300.0,0.1966666666666666,0.1666666666666666,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,SAFE,none,0.00218,1.00571,92.76,0.0
764,0.24,0.0,101.0,101.0,46.0,2.1956521739130435,T14,Branch_752-765,150.0,0.6733333333333333,0.6733333333333333,0.3066666666666666,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.01276,1.00682,92.42,1.0
7693,0.24,6.0,115.0,121.0,0.0,121.0,T22,LV_secondary_T2_T4,150.0,0.8066666666666666,0.7666666666666667,0.0,0.95405,44.5068,31.369,22.8385,38.8022,CAUTION,caution,0.01753,1.00721,92.38,1.0
739,0.24,12.0,229.0,241.0,41.1,5.86374695863747,T6,Main_735-750,150.0,1.606666666666667,1.5266666666666666,0.274,0.98477,24.6125,15.6519,11.8507,19.6321,CONSTRAINED,transformer_loading,0.01869,1.00781,133.27,1.0
6332,0.24,4.0,234.0,238.0,0.0,238.0,T4,LV_secondary_T2_T4,150.0,1.586666666666667,1.56,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.10262,1.0181,128.32,1.0
743,0.24,0.0,245.0,245.0,240.0,1.0208333333333333,T7,Main_735-750,300.0,0.8166666666666667,0.8166666666666667,0.8,0.96367,21.8693,15.052,11.1097,18.708,SAFE,none,0.01666,1.00824,92.28,0.0
6202,0.24,0.0,142.0,142.0,0.0,142.0,T2,LV_secondary_T2_T4,300.0,0.4733333333333333,0.4733333333333333,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.0045,1.00631,92.59,1.0
7692,0.24,6.0,129.0,135.0,0.0,135.0,T22,LV_secondary_T2_T4,150.0,0.9,0.86,0.0,0.95405,44.5068,31.369,22.8385,38.8022,CAUTION,caution,0.01957,1.00741,92.36,1.0
6241,0.24,0.0,170.0,170.0,0.0,170.0,T2,LV_secondary_T2_T4,300.0,0.5666666666666667,0.5666666666666667,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.05832,1.05289,92.57,1.0
6321,0.24,0.0,36.0,36.0,0.0,36.0,T4,LV_secondary_T2_T4,150.0,0.24,0.24,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,SAFE,none,0.00271,1.00573,92.67,0.0
6222,0.24,0.0,117.0,117.0,0.0,117.0,T2,LV_secondary_T2_T4,300.0,0.39,0.39,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.07558,1.07015,92.65,1.0
6332,0.24,5.0,154.0,159.0,0.0,159.0,T4,LV_secondary_T2_T4,150.0,1.06,1.0266666666666666,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.07,1.0068,92.42,1.0
733,0.24,0.0,22.0,22.0,0.0,22.0,-,Main_720-734,5000.0,0.0044,0.0044,0.0,0.91348,17.0383,11.6797,8.589,14.4978,SAFE,none,0.01079,1.00559,92.72,0.0
762,0.48,0.0,72.0,72.0,45.0,1.6,T13,Branch_752-765,150.0,0.48,0.48,0.3,0.93629,42.0074,28.9831,21.4317,36.0463,CAUTION,caution,0.00912,1.00641,92.46,1.0
6252,0.24,5.0,244.0,249.0,0.0,249.0,T2,LV_secondary_T2_T4,300.0,0.83,0.8133333333333334,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.14567,1.14373,92.51,1.0
714,0.208,0.0,93.0,93.0,240.0,0.3875,T24,Branch_701-708,30.0,3.1,3.1,8.0,0.99083,0.9144,0.4676,0.2627,0.5363,SAFE,none,0.00223,1.00592,92.73,0.0
7482,0.24,5.0,64.0,69.0,0.0,69.0,T8,LV_secondary_T2_T4,150.0,0.46,0.4266666666666667,0.0,0.95585,27.31,18.8387,13.9267,23.4276,SAFE,none,0.00638,1.00625,92.48,0.0
772,0.208,0.0,103.0,103.0,100.0,1.03,T19,Delta_766-772,300.0,0.3433333333333333,0.3433333333333333,0.3333333333333333,0.93424,43.184,29.887,22.1458,37.1977,SAFE,none,0.01107,1.00687,92.41,0.0
734,0.24,0.0,79.0,79.0,15.85,4.98422712933754,-,Main_720-734,5000.0,0.0158,0.0158,0.00317,0.90591,17.084,11.7015,8.5933,14.5179,CONSTRAINED,voltage_rise,0.06804,1.00611,92.52,1.0
725,0.24,0.0,5.0,5.0,0.0,5.0,-,Main_720-734,5000.0,0.001,0.001,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,SAFE,none,0.00349,1.0054,92.8,0.0
633,0.24,13.0,15.0,28.0,0.0,28.0,T4,LV_secondary_T2_T4,150.0,0.1866666666666666,0.1,0.0,0.91348,17.0383,11.6797,8.589,14.4978,SAFE,none,0.00727,1.00565,92.7,0.0
6262,0.24,7.0,226.0,233.0,0.0,233.0,T2,LV_secondary_T2_T4,300.0,0.7766666666666666,0.7533333333333333,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.19012,1.19188,92.56,1.0
6331,0.24,15.0,167.0,182.0,0.0,182.0,T4,LV_secondary_T2_T4,150.0,1.2133333333333334,1.1133333333333333,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.07467,1.00697,94.36,1.0
708,0.24,0.0,231.0,231.0,75.0,3.08,T16,Branch_701-708,300.0,0.77,0.77,0.25,0.95801,6.2484,3.6185,2.8328,4.5954,CAUTION,caution,0.00835,1.00661,92.64,1.0
6221,0.24,0.0,107.0,107.0,0.0,107.0,T2,LV_secondary_T2_T4,300.0,0.3566666666666667,0.3566666666666667,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.06957,1.06413,92.66,1.0
6242,0.24,0.0,66.0,66.0,0.0,66.0,T2,LV_secondary_T2_T4,300.0,0.22,0.22,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.02356,1.01813,92.7,0.0
723,0.24,6.0,225.0,231.0,0.0,231.0,-,Main_720-734,5000.0,0.0462,0.045,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.18971,1.19046,92.56,1.0
621,0.24,0.0,125.0,125.0,0.0,125.0,T2,LV_secondary_T2_T4,300.0,0.4166666666666667,0.4166666666666667,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.0436,1.03817,92.62,1.0
762,0.48,0.0,67.0,67.0,45.0,1.488888888888889,T13,Branch_752-765,150.0,0.4466666666666666,0.4466666666666666,0.3,0.93629,42.0074,28.9831,21.4317,36.0463,CAUTION,caution,0.0085,1.00634,92.47,1.0
730,0.24,10.0,87.0,97.0,85.0,1.1411764705882352,T23,Main_720-734,300.0,0.3233333333333333,0.29,0.2833333333333333,0.94696,11.8872,7.965,5.8252,9.8678,CAUTION,caution,0.00363,1.00619,92.54,1.0
6251,0.24,0.0,59.0,59.0,0.0,59.0,T2,LV_secondary_T2_T4,300.0,0.1966666666666666,0.1966666666666666,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CAUTION,caution,0.03961,1.03418,92.72,0.0
7691,0.24,5.0,123.0,128.0,0.0,128.0,T22,LV_secondary_T2_T4,150.0,0.8533333333333334,0.82,0.0,0.95405,44.5068,31.369,22.8385,38.8022,CAUTION,caution,0.01871,1.00731,92.37,1.0
751,0.48,0.0,48.0,48.0,0.0,48.0,T9,other,1500.0,0.032,0.032,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.00349,1.00596,92.57,0.0
626,0.24,0.0,100.0,100.0,0.0,100.0,T2,LV_secondary_T2_T4,300.0,0.3333333333333333,0.3333333333333333,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.09376,1.08833,92.67,1.0
710,0.208,0.0,93.0,93.0,80.0,1.1625,T17,Branch_701-708,300.0,0.31,0.31,0.2666666666666666,0.95736,7.0104,4.008,2.9713,4.9893,CAUTION,caution,0.0037,1.0059,92.73,1.0
620,0.24,15.0,231.0,246.0,0.0,246.0,T2,LV_secondary_T2_T4,300.0,0.82,0.77,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00718,1.00695,92.43,1.0
6202,0.24,0.0,132.0,132.0,0.0,132.0,T2,LV_secondary_T2_T4,300.0,0.44,0.44,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00419,1.00624,92.6,1.0
7641,0.24,5.0,182.0,187.0,0.0,187.0,T14,LV_secondary_T2_T4,150.0,1.2466666666666666,1.2133333333333334,0.0,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.02241,1.00795,99.47,1.0
724,0.24,0.0,180.0,180.0,0.0,180.0,-,Main_720-734,5000.0,0.036,0.036,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.06153,1.0561,92.56,1.0
6332,0.24,0.0,208.0,208.0,0.0,208.0,T4,LV_secondary_T2_T4,150.0,1.3866666666666667,1.3866666666666667,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.09266,1.00715,110.27,1.0
633,0.24,0.0,100.0,100.0,0.0,100.0,T4,LV_secondary_T2_T4,150.0,0.6666666666666666,0.6666666666666666,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CAUTION,caution,0.04695,1.00632,92.47,1.0
7691,0.24,0.0,16.0,16.0,0.0,16.0,T22,LV_secondary_T2_T4,150.0,0.1066666666666666,0.1066666666666666,0.0,0.95405,44.5068,31.369,22.8385,38.8022,SAFE,none,0.00253,1.00562,92.71,0.0
6241,0.24,0.0,86.0,86.0,0.0,86.0,T2,LV_secondary_T2_T4,300.0,0.2866666666666667,0.2866666666666667,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.03045,1.02502,92.68,1.0
6251,0.24,15.0,215.0,230.0,0.0,230.0,T2,LV_secondary_T2_T4,300.0,0.7666666666666667,0.7166666666666667,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.12877,1.13374,92.53,1.0
714,0.208,0.0,143.0,143.0,240.0,0.5958333333333333,T24,Branch_701-708,30.0,4.766666666666667,4.766666666666667,8.0,0.99083,0.9144,0.4676,0.2627,0.5363,SAFE,none,0.00341,1.00621,92.69,0.0
6321,0.24,0.0,193.0,193.0,0.0,193.0,T4,LV_secondary_T2_T4,150.0,1.2866666666666666,1.2866666666666666,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,CONSTRAINED,transformer_loading,0.01398,1.00721,109.02,1.0
625,0.24,0.0,212.0,212.0,0.0,212.0,T2,LV_secondary_T2_T4,300.0,0.7066666666666667,0.7066666666666667,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.12953,1.1241,92.55,1.0
7391,0.24,0.0,93.0,93.0,0.0,93.0,T6,LV_secondary_T2_T4,150.0,0.62,0.62,0.0,0.98477,24.6125,15.6519,11.8507,19.6321,CAUTION,caution,0.00787,1.00637,92.46,1.0
772,0.208,0.0,189.0,189.0,100.0,1.89,T19,Delta_766-772,300.0,0.63,0.63,0.3333333333333333,0.93424,43.184,29.887,22.1458,37.1977,CAUTION,caution,0.01993,1.00805,92.3,1.0
770,0.24,3.0,81.0,84.0,450.0,0.1866666666666666,T15,Delta_766-772,1500.0,0.056,0.054,0.3,0.95059,44.5068,31.369,22.8385,38.8022,SAFE,none,0.01012,1.00671,92.43,0.0
6221,0.24,0.0,215.0,215.0,0.0,215.0,T2,LV_secondary_T2_T4,300.0,0.7166666666666667,0.7166666666666667,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.13115,1.12572,92.54,1.0
625,0.24,0.0,117.0,117.0,0.0,117.0,T2,LV_secondary_T2_T4,300.0,0.39,0.39,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.07558,1.07015,92.65,1.0
751,0.48,0.0,185.0,185.0,0.0,185.0,T9,other,1500.0,0.1233333333333333,0.1233333333333333,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.01321,1.00757,92.34,0.0
626,0.24,0.0,113.0,113.0,0.0,113.0,T2,LV_secondary_T2_T4,300.0,0.3766666666666666,0.3766666666666666,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.10477,1.09934,92.66,1.0
764,0.24,7.0,153.0,160.0,46.0,3.4782608695652173,T14,Branch_752-765,150.0,1.0666666666666669,1.02,0.3066666666666666,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.01897,1.0076,92.34,1.0
720,0.24,9.0,182.0,191.0,66.0,2.893939393939394,T2,Main_720-734,300.0,0.6366666666666667,0.6066666666666667,0.22,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00571,1.00661,92.51,1.0
710,0.208,0.0,34.0,34.0,80.0,0.425,T17,Branch_701-708,300.0,0.1133333333333333,0.1133333333333333,0.2666666666666666,0.95736,7.0104,4.008,2.9713,4.9893,SAFE,none,0.00137,1.00557,92.78,0.0
720,0.24,0.0,44.0,44.0,66.0,0.6666666666666666,T2,Main_720-734,300.0,0.1466666666666666,0.1466666666666666,0.22,0.99456,7.0957,4.1795,2.816,5.0396,SAFE,none,0.00141,1.00567,92.73,0.0
6231,0.24,0.0,227.0,227.0,0.0,227.0,T2,LV_secondary_T2_T4,300.0,0.7566666666666667,0.7566666666666667,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.19302,1.18759,92.56,1.0
7641,0.24,5.0,226.0,231.0,0.0,231.0,T14,LV_secondary_T2_T4,150.0,1.54,1.5066666666666666,0.0,0.9365,42.617,29.4074,21.7473,36.5751,CONSTRAINED,transformer_loading,0.0275,1.00849,128.99,1.0
633,0.24,11.0,201.0,212.0,0.0,212.0,T4,LV_secondary_T2_T4,150.0,1.413333333333333,1.34,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.08884,1.00776,112.7,1.0
764,0.24,0.0,229.0,229.0,46.0,4.978260869565218,T14,Branch_752-765,150.0,1.5266666666666666,1.5266666666666666,0.3066666666666666,0.9365,42.617,29.4074,21.7473,36.5751,CONSTRAINED,transformer_loading,0.02792,1.00847,127.65,1.0
622,0.24,0.0,55.0,55.0,0.0,55.0,T2,LV_secondary_T2_T4,300.0,0.1833333333333333,0.1833333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CAUTION,caution,0.03703,1.0316,92.72,0.0
7121,0.24,0.0,173.0,173.0,0.0,173.0,T18,LV_secondary_T2_T4,300.0,0.5766666666666667,0.5766666666666667,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.00738,1.00632,92.68,1.0
624,0.24,4.0,136.0,140.0,0.0,140.0,T2,LV_secondary_T2_T4,300.0,0.4666666666666667,0.4533333333333333,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.0471,1.04313,92.61,1.0
7481,0.24,0.0,19.0,19.0,0.0,19.0,T8,LV_secondary_T2_T4,150.0,0.1266666666666666,0.1266666666666666,0.0,0.95585,27.31,18.8387,13.9267,23.4276,SAFE,none,0.00192,1.00561,92.71,0.0
723,0.24,4.0,16.0,20.0,0.0,20.0,-,Main_720-734,5000.0,0.004,0.0032,0.0,0.99456,7.2329,4.237,2.8374,5.0993,SAFE,none,0.01614,1.01483,92.77,0.0
6331,0.24,0.0,38.0,38.0,0.0,38.0,T4,LV_secondary_T2_T4,150.0,0.2533333333333333,0.2533333333333333,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CAUTION,caution,0.01846,1.00575,92.66,1.0
7121,0.24,0.0,179.0,179.0,0.0,179.0,T18,LV_secondary_T2_T4,300.0,0.5966666666666667,0.5966666666666667,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.00763,1.00635,92.67,1.0
6201,0.24,15.0,64.0,79.0,0.0,79.0,T2,LV_secondary_T2_T4,300.0,0.2633333333333333,0.2133333333333333,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00204,1.0059,92.68,1.0
7393,0.24,0.0,141.0,141.0,0.0,141.0,T6,LV_secondary_T2_T4,150.0,0.94,0.94,0.0,0.98477,24.6125,15.6519,11.8507,19.6321,CAUTION,caution,0.01181,1.00686,92.42,1.0
6261,0.24,11.0,14.0,25.0,0.0,25.0,T2,LV_secondary_T2_T4,300.0,0.0833333333333333,0.0466666666666666,0.0,0.99456,7.2329,4.237,2.8374,5.0993,SAFE,none,0.01394,1.01976,92.77,0.0
740,0.24,13.0,116.0,129.0,75.0,1.72,T5,Main_735-750,150.0,0.86,0.7733333333333333,0.5,0.98202,23.0885,14.9212,11.4648,18.8171,CAUTION,caution,0.0097,1.00676,92.42,1.0
722,0.24,0.0,70.0,70.0,0.0,70.0,-,Main_720-734,5000.0,0.014,0.014,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CAUTION,caution,0.04664,1.04121,92.7,0.0
710,0.208,0.0,196.0,196.0,80.0,2.45,T17,Branch_701-708,300.0,0.6533333333333333,0.6533333333333333,0.2666666666666666,0.95736,7.0104,4.008,2.9713,4.9893,CAUTION,caution,0.00764,1.00644,92.66,1.0
762,0.48,0.0,101.0,101.0,45.0,2.2444444444444445,T13,Branch_752-765,150.0,0.6733333333333333,0.6733333333333333,0.3,0.93629,42.0074,28.9831,21.4317,36.0463,CAUTION,caution,0.01268,1.00682,92.42,1.0
748,0.24,4.0,180.0,184.0,76.88,2.393340270551509,T8,Main_735-750,150.0,1.2266666666666666,1.2,0.5125333333333333,0.95585,27.31,18.8387,13.9267,23.4276,CAUTION,caution,0.01743,1.00761,92.34,1.0
759,0.24,0.0,241.0,241.0,35.0,6.885714285714286,T12,Branch_752-765,150.0,1.606666666666667,1.606666666666667,0.2333333333333333,0.93737,40.2701,27.7136,20.528,34.4883,CONSTRAINED,transformer_loading,0.0283,1.00856,142.86,1.0
622,0.24,0.0,110.0,110.0,0.0,110.0,T2,LV_secondary_T2_T4,300.0,0.3666666666666666,0.3666666666666666,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.07138,1.06595,92.65,1.0
721,0.24,11.0,216.0,227.0,0.0,227.0,-,Main_720-734,5000.0,0.0454,0.0432,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.07231,1.07089,92.5,1.0
751,0.48,0.0,153.0,153.0,0.0,153.0,T9,other,1500.0,0.102,0.102,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.01097,1.00721,92.38,0.0
625,0.24,0.0,187.0,187.0,0.0,187.0,T2,LV_secondary_T2_T4,300.0,0.6233333333333333,0.6233333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.11586,1.11043,92.57,1.0
7693,0.24,0.0,176.0,176.0,0.0,176.0,T22,LV_secondary_T2_T4,150.0,1.1733333333333331,1.1733333333333331,0.0,0.95405,44.5068,31.369,22.8385,38.8022,CAUTION,caution,0.02641,1.00798,92.49,1.0
6322,0.24,0.0,181.0,181.0,0.0,181.0,T4,LV_secondary_T2_T4,150.0,1.2066666666666668,1.2066666666666668,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,CONSTRAINED,transformer_loading,0.01315,1.0071,100.64,1.0
728,0.24,0.0,156.0,156.0,38.0,4.105263157894737,T3,Main_720-734,75.0,2.08,2.08,0.5066666666666667,0.93706,11.5824,7.8923,5.7834,9.7845,CONSTRAINED,transformer_loading,0.02922,1.00658,166.15,1.0
6241,0.24,11.0,194.0,205.0,0.0,205.0,T2,LV_secondary_T2_T4,300.0,0.6833333333333333,0.6466666666666666,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.06544,1.06403,92.53,1.0
6262,0.24,0.0,26.0,26.0,0.0,26.0,T2,LV_secondary_T2_T4,300.0,0.0866666666666666,0.0866666666666666,0.0,0.99456,7.2329,4.237,2.8374,5.0993,SAFE,none,0.02617,1.02074,92.76,0.0
712,0.24,0.0,35.0,35.0,65.0,0.5384615384615384,T18,Branch_701-708,300.0,0.1166666666666666,0.1166666666666666,0.2166666666666666,0.95826,7.7724,4.5565,3.3703,5.6675,SAFE,none,0.00153,1.00557,92.78,0.0
751,0.48,12.0,161.0,173.0,0.0,173.0,T9,other,1500.0,0.1153333333333333,0.1073333333333333,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.0115,1.00744,92.36,0.0
764,0.24,0.0,82.0,82.0,46.0,1.7826086956521738,T14,Branch_752-765,150.0,0.5466666666666666,0.5466666666666666,0.3066666666666666,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.01041,1.00655,92.45,1.0
6212,0.24,0.0,130.0,130.0,0.0,130.0,T2,LV_secondary_T2_T4,300.0,0.4333333333333333,0.4333333333333333,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.04526,1.03983,92.62,1.0
